source,longitude,latitude,title,propertytype,provider,description,address,totalunits,url,hidden
,-64.32915141,45.40669831,Mountain View Manor II,Seniors,Cobequid Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"77/91 Smith Avenue, Parrsboro, B0M 1S0, Canada",10,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-64.19985652,45.80317066,Lakeside Manor,Seniors,Cobequid Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"1419 Blair Road, Amherst, B4H 3Y4, Canada",15,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-60.16224299,46.13824083,Celtic Manor,Seniors,Cape Breton Island Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"20 Tillock Dr, Sydney, B1P 6R1, Canada",30,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-63.5851444,44.67048562,"Crathorne I, 16 Jamieson",Seniors,Metropolitan Regional Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"16 Jamieson Street, Dartmouth, B3A 3B7, Canada",30,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-64.12821878,44.97508519,Kendall Terrace West Hant,Seniors,Western Regional Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"87 Kendall Lane, Rr# 1 Windsor, B0N 2T0, Canada",15,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-60.26340972,46.19464958,Northside Guest Home,Seniors,Cape Breton Island Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"9 Queen Street, North Sydney, B2A 1A2, Canada",25,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-63.5713989,44.66691047,Alderney Manor (GR),Seniors,Metropolitan Regional Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"1 Alderney Drive, Dartmouth, B2Y 4A7, Canada",199,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-63.83389816,44.89473535,Mt. Uniacke East Hants,Seniors,Western Regional Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"664 Hwy. 1, Mount Uniacke, B0N 1Z0, Canada",15,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-65.15073886,44.89043548,Anna-Villa West Annapolis,Seniors,Western Regional Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"16 Fitch Road, Lawrencetown, B0S 1M0, Canada",10,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-60.16127367,46.13809798,Tillock,Seniors,Cape Breton Island Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"22 Tillock Dr, Sydney, B1P 6R1, Canada",20,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-60.02037087,46.17886323,32D Station Street,Seniors,Cape Breton Island Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"32 Station St, Reserve, B0A 1V0, Canada",15,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-63.27838013,44.74433144,Spruce Grove Apartments,Seniors,Metropolitan Regional Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"27 James Roy Drive, Porters Lake, B3E 1H9, Canada",26,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-64.06246481,45.6521325,The Corner Villa,Seniors,Cobequid Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"1 King Street, Springhill, B0M 1X0, Canada",18,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-61.0748909,46.39565713,Margaree Manor,Seniors,Cape Breton Island Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"1130 East Margaree, Inverness, B0E 1N0, Canada",15,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-64.0584378,45.6527235,Hillcrest Villa,Seniors,Cobequid Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"20 Junction Road, Springhill, B0M 1X0, Canada",15,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-63.47196991,45.81196109,Remsheg Villa,Seniors,Cobequid Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"6 mile road, Wallace, B0K 1Y0, Canada",10,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-63.54411569,44.65281124,Acadia Place (FH Demo),Seniors,Metropolitan Regional Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"8 Mount Hope Avenue, Dartmouth, B2Y 4K1, Canada",20,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-63.14809569,45.04428525,Valley View Villa,Seniors,Metropolitan Regional Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"28 Elm Drive, Middle Musquodoboit, B0N 1X0, Canada",25,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-64.05912647,45.65293461,Pine Grove Villa,Seniors,Cobequid Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"1 Pine Street, Springhill, B0M 1X0, Canada",14,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-61.02381041,45.51266073,Arichat,Seniors,Cape Breton Island Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"27 Highland Street, Arichat, B0E 1A0, Canada",10,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-63.60218903,45.41838192,Maccaull Villa,Seniors,Cobequid Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"49 Lornevale Road, Great Village, B0M 1L0, Canada",20,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-60.19620969,46.1378222,Vista Heights,Seniors,Cape Breton Island Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"312 Esplanade, Sydney, B1P 6P4, Canada",140,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-60.9623037,45.58826333,D Escousse,Seniors,Cape Breton Island Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"3309 Hwy 320, D'Escousse, B0E 1K0, Canada",10,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-61.97774458,45.61913297,Greenwold Manor - 55,Seniors,Eastern Mainland Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"57 Old South River Road, Antigonish, B2G 2H3, Canada",55,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-60.08746485,46.23952042,Sunrise Court,Seniors,Cape Breton Island Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"763 King Street, New Waterford, B1H 4S9, Canada",15,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-66.11716124,43.84304201,Beacon Terrace,Seniors,Western Regional Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"1 Beacon Street, Yarmouth, B5A 2W2, Canada",36,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-64.12805087,44.98122548,70 Tremain Cr.  Windsor,Seniors,Western Regional Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"70 Tremain Cr., Windsor, B0N 2T0, Canada",20,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-61.39881871,46.07350975,Birch Street,Seniors,Cape Breton Island Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"35 Birch Street, Mabou, 1X0, Canada",4,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
